date,hour,demand,newdatetime,hour_of_day,day_of_month,month_of_year,year,quarter_of_year,week_of_year,day_of_year,day_of_week
2020-05-09,8,50,2020-05-09 08:00:00,8,9,5,2020,2,19,130,5
2020-05-09,9,17,2020-05-09 09:00:00,9,9,5,2020,2,19,130,5
2020-05-09,10,65,2020-05-09 10:00:00,10,9,5,2020,2,19,130,5
2020-05-09,11,138,2020-05-09 11:00:00,11,9,5,2020,2,19,130,5
2020-05-09,12,107,2020-05-09 12:00:00,12,9,5,2020,2,19,130,5
2020-05-09,13,100,2020-05-09 13:00:00,13,9,5,2020,2,19,130,5
2020-05-09,14,116,2020-05-09 14:00:00,14,9,5,2020,2,19,130,5
2020-05-09,15,140,2020-05-09 15:00:00,15,9,5,2020,2,19,130,5
2020-05-09,16,155,2020-05-09 16:00:00,16,9,5,2020,2,19,130,5
2020-05-09,17,133,2020-05-09 17:00:00,17,9,5,2020,2,19,130,5
2020-05-09,18,107,2020-05-09 18:00:00,18,9,5,2020,2,19,130,5
2020-05-09,19,109,2020-05-09 19:00:00,19,9,5,2020,2,19,130,5
2020-05-09,20,87,2020-05-09 20:00:00,20,9,5,2020,2,19,130,5
2020-05-09,21,56,2020-05-09 21:00:00,21,9,5,2020,2,19,130,5
2020-05-09,22,101,2020-05-09 22:00:00,22,9,5,2020,2,19,130,5
2020-05-09,23,29,2020-05-09 23:00:00,23,9,5,2020,2,19,130,5
2020-05-10,0,16,2020-05-10 00:00:00,0,10,5,2020,2,19,131,6
2020-05-10,1,53,2020-05-10 01:00:00,1,10,5,2020,2,19,131,6
2020-05-10,2,47,2020-05-10 02:00:00,2,10,5,2020,2,19,131,6
2020-05-10,3,55,2020-05-10 03:00:00,3,10,5,2020,2,19,131,6
2020-05-10,4,3,2020-05-10 04:00:00,4,10,5,2020,2,19,131,6
2020-05-10,5,23,2020-05-10 05:00:00,5,10,5,2020,2,19,131,6
2020-05-10,7,76,2020-05-10 07:00:00,7,10,5,2020,2,19,131,6
2020-05-10,8,82,2020-05-10 08:00:00,8,10,5,2020,2,19,131,6
2020-05-10,9,111,2020-05-10 09:00:00,9,10,5,2020,2,19,131,6
2020-05-10,10,90,2020-05-10 10:00:00,10,10,5,2020,2,19,131,6
2020-05-10,11,106,2020-05-10 11:00:00,11,10,5,2020,2,19,131,6
2020-05-10,12,102,2020-05-10 12:00:00,12,10,5,2020,2,19,131,6
2020-05-10,13,65,2020-05-10 13:00:00,13,10,5,2020,2,19,131,6
2020-05-10,14,138,2020-05-10 14:00:00,14,10,5,2020,2,19,131,6
2020-05-10,15,86,2020-05-10 15:00:00,15,10,5,2020,2,19,131,6
2020-05-10,16,83,2020-05-10 16:00:00,16,10,5,2020,2,19,131,6
2020-05-10,17,142,2020-05-10 17:00:00,17,10,5,2020,2,19,131,6
2020-05-10,18,137,2020-05-10 18:00:00,18,10,5,2020,2,19,131,6
2020-05-10,19,112,2020-05-10 19:00:00,19,10,5,2020,2,19,131,6
2020-05-10,20,86,2020-05-10 20:00:00,20,10,5,2020,2,19,131,6
2020-05-10,21,83,2020-05-10 21:00:00,21,10,5,2020,2,19,131,6
2020-05-10,22,44,2020-05-10 22:00:00,22,10,5,2020,2,19,131,6
2020-05-10,23,91,2020-05-10 23:00:00,23,10,5,2020,2,19,131,6
2020-05-11,1,89,2020-05-11 01:00:00,1,11,5,2020,2,20,132,0
2020-05-11,2,96,2020-05-11 02:00:00,2,11,5,2020,2,20,132,0
2020-05-11,5,85,2020-05-11 05:00:00,5,11,5,2020,2,20,132,0
2020-05-11,6,99,2020-05-11 06:00:00,6,11,5,2020,2,20,132,0
2020-05-11,7,36,2020-05-11 07:00:00,7,11,5,2020,2,20,132,0
2020-05-11,8,104,2020-05-11 08:00:00,8,11,5,2020,2,20,132,0
2020-05-11,9,124,2020-05-11 09:00:00,9,11,5,2020,2,20,132,0
2020-05-11,10,97,2020-05-11 10:00:00,10,11,5,2020,2,20,132,0
2020-05-11,11,55,2020-05-11 11:00:00,11,11,5,2020,2,20,132,0
2020-05-11,12,70,2020-05-11 12:00:00,12,11,5,2020,2,20,132,0
2020-05-11,13,61,2020-05-11 13:00:00,13,11,5,2020,2,20,132,0
2020-05-11,14,107,2020-05-11 14:00:00,14,11,5,2020,2,20,132,0
2020-05-11,15,133,2020-05-11 15:00:00,15,11,5,2020,2,20,132,0
2020-05-11,16,78,2020-05-11 16:00:00,16,11,5,2020,2,20,132,0
2020-05-11,17,41,2020-05-11 17:00:00,17,11,5,2020,2,20,132,0
2020-05-11,18,68,2020-05-11 18:00:00,18,11,5,2020,2,20,132,0
2020-05-11,19,52,2020-05-11 19:00:00,19,11,5,2020,2,20,132,0
2020-05-11,20,52,2020-05-11 20:00:00,20,11,5,2020,2,20,132,0
2020-05-11,21,114,2020-05-11 21:00:00,21,11,5,2020,2,20,132,0
2020-05-11,22,11,2020-05-11 22:00:00,22,11,5,2020,2,20,132,0
2020-05-11,23,6,2020-05-11 23:00:00,23,11,5,2020,2,20,132,0
2020-05-12,0,8,2020-05-12 00:00:00,0,12,5,2020,2,20,133,1
2020-05-12,1,58,2020-05-12 01:00:00,1,12,5,2020,2,20,133,1
2020-05-12,2,56,2020-05-12 02:00:00,2,12,5,2020,2,20,133,1
2020-05-12,3,65,2020-05-12 03:00:00,3,12,5,2020,2,20,133,1
2020-05-12,4,39,2020-05-12 04:00:00,4,12,5,2020,2,20,133,1
2020-05-12,5,62,2020-05-12 05:00:00,5,12,5,2020,2,20,133,1
2020-05-12,6,90,2020-05-12 06:00:00,6,12,5,2020,2,20,133,1
2020-05-12,7,81,2020-05-12 07:00:00,7,12,5,2020,2,20,133,1
2020-05-12,8,41,2020-05-12 08:00:00,8,12,5,2020,2,20,133,1
2020-05-12,9,58,2020-05-12 09:00:00,9,12,5,2020,2,20,133,1
2020-05-12,10,21,2020-05-12 10:00:00,10,12,5,2020,2,20,133,1
2020-05-12,11,96,2020-05-12 11:00:00,11,12,5,2020,2,20,133,1
2020-05-12,12,44,2020-05-12 12:00:00,12,12,5,2020,2,20,133,1
2020-05-12,13,108,2020-05-12 13:00:00,13,12,5,2020,2,20,133,1
2020-05-12,14,79,2020-05-12 14:00:00,14,12,5,2020,2,20,133,1
2020-05-12,15,103,2020-05-12 15:00:00,15,12,5,2020,2,20,133,1
2020-05-12,16,108,2020-05-12 16:00:00,16,12,5,2020,2,20,133,1
2020-05-12,17,93,2020-05-12 17:00:00,17,12,5,2020,2,20,133,1
2020-05-12,18,93,2020-05-12 18:00:00,18,12,5,2020,2,20,133,1
2020-05-12,19,87,2020-05-12 19:00:00,19,12,5,2020,2,20,133,1
2020-05-12,20,60,2020-05-12 20:00:00,20,12,5,2020,2,20,133,1
2020-05-12,21,79,2020-05-12 21:00:00,21,12,5,2020,2,20,133,1
2020-05-12,22,78,2020-05-12 22:00:00,22,12,5,2020,2,20,133,1
2020-05-12,23,89,2020-05-12 23:00:00,23,12,5,2020,2,20,133,1
2020-05-13,0,104,2020-05-13 00:00:00,0,13,5,2020,2,20,134,2
2020-05-13,1,58,2020-05-13 01:00:00,1,13,5,2020,2,20,134,2
2020-05-13,6,8,2020-05-13 06:00:00,6,13,5,2020,2,20,134,2
2020-05-13,7,34,2020-05-13 07:00:00,7,13,5,2020,2,20,134,2
2020-05-13,8,93,2020-05-13 08:00:00,8,13,5,2020,2,20,134,2
2020-05-13,9,105,2020-05-13 09:00:00,9,13,5,2020,2,20,134,2
2020-05-13,10,50,2020-05-13 10:00:00,10,13,5,2020,2,20,134,2
2020-05-13,11,101,2020-05-13 11:00:00,11,13,5,2020,2,20,134,2
2020-05-13,12,13,2020-05-13 12:00:00,12,13,5,2020,2,20,134,2
2020-05-13,13,55,2020-05-13 13:00:00,13,13,5,2020,2,20,134,2
2020-05-13,14,36,2020-05-13 14:00:00,14,13,5,2020,2,20,134,2
2020-05-13,15,111,2020-05-13 15:00:00,15,13,5,2020,2,20,134,2
2020-05-13,16,40,2020-05-13 16:00:00,16,13,5,2020,2,20,134,2
2020-05-13,17,120,2020-05-13 17:00:00,17,13,5,2020,2,20,134,2
2020-05-13,18,99,2020-05-13 18:00:00,18,13,5,2020,2,20,134,2
2020-05-13,19,118,2020-05-13 19:00:00,19,13,5,2020,2,20,134,2
2020-05-13,20,25,2020-05-13 20:00:00,20,13,5,2020,2,20,134,2
2020-05-13,21,42,2020-05-13 21:00:00,21,13,5,2020,2,20,134,2
2020-05-13,22,58,2020-05-13 22:00:00,22,13,5,2020,2,20,134,2
2020-05-13,23,42,2020-05-13 23:00:00,23,13,5,2020,2,20,134,2
2020-05-14,0,48,2020-05-14 00:00:00,0,14,5,2020,2,20,135,3
2020-05-14,1,75,2020-05-14 01:00:00,1,14,5,2020,2,20,135,3
2020-05-14,2,12,2020-05-14 02:00:00,2,14,5,2020,2,20,135,3
2020-05-14,6,44,2020-05-14 06:00:00,6,14,5,2020,2,20,135,3
2020-05-14,7,21,2020-05-14 07:00:00,7,14,5,2020,2,20,135,3
2020-05-14,8,37,2020-05-14 08:00:00,8,14,5,2020,2,20,135,3
2020-05-14,9,40,2020-05-14 09:00:00,9,14,5,2020,2,20,135,3
2020-05-14,10,29,2020-05-14 10:00:00,10,14,5,2020,2,20,135,3
2020-05-14,11,81,2020-05-14 11:00:00,11,14,5,2020,2,20,135,3
2020-05-14,12,59,2020-05-14 12:00:00,12,14,5,2020,2,20,135,3
2020-05-14,13,120,2020-05-14 13:00:00,13,14,5,2020,2,20,135,3
2020-05-14,14,120,2020-05-14 14:00:00,14,14,5,2020,2,20,135,3
2020-05-14,15,51,2020-05-14 15:00:00,15,14,5,2020,2,20,135,3
2020-05-14,16,102,2020-05-14 16:00:00,16,14,5,2020,2,20,135,3
2020-05-14,17,97,2020-05-14 17:00:00,17,14,5,2020,2,20,135,3
2020-05-14,18,129,2020-05-14 18:00:00,18,14,5,2020,2,20,135,3
2020-05-14,19,106,2020-05-14 19:00:00,19,14,5,2020,2,20,135,3
2020-05-14,20,43,2020-05-14 20:00:00,20,14,5,2020,2,20,135,3
2020-05-14,21,87,2020-05-14 21:00:00,21,14,5,2020,2,20,135,3
2020-05-14,22,24,2020-05-14 22:00:00,22,14,5,2020,2,20,135,3
2020-05-14,23,49,2020-05-14 23:00:00,23,14,5,2020,2,20,135,3
2020-05-15,0,77,2020-05-15 00:00:00,0,15,5,2020,2,20,136,4
2020-05-15,1,50,2020-05-15 01:00:00,1,15,5,2020,2,20,136,4
2020-05-15,2,92,2020-05-15 02:00:00,2,15,5,2020,2,20,136,4
2020-05-15,3,90,2020-05-15 03:00:00,3,15,5,2020,2,20,136,4
2020-05-15,4,14,2020-05-15 04:00:00,4,15,5,2020,2,20,136,4
2020-05-15,5,68,2020-05-15 05:00:00,5,15,5,2020,2,20,136,4
2020-05-15,6,45,2020-05-15 06:00:00,6,15,5,2020,2,20,136,4
2020-05-15,7,37,2020-05-15 07:00:00,7,15,5,2020,2,20,136,4
2020-05-15,8,53,2020-05-15 08:00:00,8,15,5,2020,2,20,136,4
2020-05-15,9,47,2020-05-15 09:00:00,9,15,5,2020,2,20,136,4
2020-05-15,10,89,2020-05-15 10:00:00,10,15,5,2020,2,20,136,4
2020-05-15,11,76,2020-05-15 11:00:00,11,15,5,2020,2,20,136,4
2020-05-15,12,75,2020-05-15 12:00:00,12,15,5,2020,2,20,136,4
2020-05-15,13,74,2020-05-15 13:00:00,13,15,5,2020,2,20,136,4
2020-05-15,14,112,2020-05-15 14:00:00,14,15,5,2020,2,20,136,4
2020-05-15,15,101,2020-05-15 15:00:00,15,15,5,2020,2,20,136,4
2020-05-15,16,99,2020-05-15 16:00:00,16,15,5,2020,2,20,136,4
2020-05-15,17,122,2020-05-15 17:00:00,17,15,5,2020,2,20,136,4
2020-05-15,18,107,2020-05-15 18:00:00,18,15,5,2020,2,20,136,4
2020-05-15,19,65,2020-05-15 19:00:00,19,15,5,2020,2,20,136,4
2020-05-15,20,118,2020-05-15 20:00:00,20,15,5,2020,2,20,136,4
2020-05-15,21,116,2020-05-15 21:00:00,21,15,5,2020,2,20,136,4
2020-05-15,22,41,2020-05-15 22:00:00,22,15,5,2020,2,20,136,4
2020-05-15,23,75,2020-05-15 23:00:00,23,15,5,2020,2,20,136,4
2020-05-16,0,70,2020-05-16 00:00:00,0,16,5,2020,2,20,137,5
2020-05-16,1,100,2020-05-16 01:00:00,1,16,5,2020,2,20,137,5
2020-05-16,2,34,2020-05-16 02:00:00,2,16,5,2020,2,20,137,5
2020-05-16,4,74,2020-05-16 04:00:00,4,16,5,2020,2,20,137,5
2020-05-16,5,67,2020-05-16 05:00:00,5,16,5,2020,2,20,137,5
2020-05-16,6,91,2020-05-16 06:00:00,6,16,5,2020,2,20,137,5
2020-05-16,7,17,2020-05-16 07:00:00,7,16,5,2020,2,20,137,5
2020-05-16,8,11,2020-05-16 08:00:00,8,16,5,2020,2,20,137,5
2020-05-16,9,54,2020-05-16 09:00:00,9,16,5,2020,2,20,137,5
2020-05-16,10,61,2020-05-16 10:00:00,10,16,5,2020,2,20,137,5
2020-05-16,11,54,2020-05-16 11:00:00,11,16,5,2020,2,20,137,5
2020-05-16,12,149,2020-05-16 12:00:00,12,16,5,2020,2,20,137,5
2020-05-16,13,81,2020-05-16 13:00:00,13,16,5,2020,2,20,137,5
2020-05-16,14,125,2020-05-16 14:00:00,14,16,5,2020,2,20,137,5
2020-05-16,15,94,2020-05-16 15:00:00,15,16,5,2020,2,20,137,5
2020-05-16,16,79,2020-05-16 16:00:00,16,16,5,2020,2,20,137,5
2020-05-16,17,116,2020-05-16 17:00:00,17,16,5,2020,2,20,137,5
2020-05-16,18,68,2020-05-16 18:00:00,18,16,5,2020,2,20,137,5
2020-05-16,19,47,2020-05-16 19:00:00,19,16,5,2020,2,20,137,5
2020-05-16,20,73,2020-05-16 20:00:00,20,16,5,2020,2,20,137,5
2020-05-16,21,80,2020-05-16 21:00:00,21,16,5,2020,2,20,137,5
2020-05-16,22,81,2020-05-16 22:00:00,22,16,5,2020,2,20,137,5
2020-05-16,23,71,2020-05-16 23:00:00,23,16,5,2020,2,20,137,5
2020-05-17,0,30,2020-05-17 00:00:00,0,17,5,2020,2,20,138,6
2020-05-17,1,80,2020-05-17 01:00:00,1,17,5,2020,2,20,138,6
2020-05-17,2,66,2020-05-17 02:00:00,2,17,5,2020,2,20,138,6
2020-05-17,3,75,2020-05-17 03:00:00,3,17,5,2020,2,20,138,6
2020-05-17,4,67,2020-05-17 04:00:00,4,17,5,2020,2,20,138,6
2020-05-17,5,48,2020-05-17 05:00:00,5,17,5,2020,2,20,138,6
2020-05-17,6,81,2020-05-17 06:00:00,6,17,5,2020,2,20,138,6
2020-05-17,7,53,2020-05-17 07:00:00,7,17,5,2020,2,20,138,6
2020-05-17,8,35,2020-05-17 08:00:00,8,17,5,2020,2,20,138,6
2020-05-17,9,33,2020-05-17 09:00:00,9,17,5,2020,2,20,138,6
2020-05-17,10,42,2020-05-17 10:00:00,10,17,5,2020,2,20,138,6
2020-05-17,11,82,2020-05-17 11:00:00,11,17,5,2020,2,20,138,6
2020-05-17,12,140,2020-05-17 12:00:00,12,17,5,2020,2,20,138,6
2020-05-17,13,110,2020-05-17 13:00:00,13,17,5,2020,2,20,138,6
2020-05-17,14,124,2020-05-17 14:00:00,14,17,5,2020,2,20,138,6
2020-05-17,15,119,2020-05-17 15:00:00,15,17,5,2020,2,20,138,6
2020-05-17,16,114,2020-05-17 16:00:00,16,17,5,2020,2,20,138,6
2020-05-17,17,127,2020-05-17 17:00:00,17,17,5,2020,2,20,138,6
2020-05-17,18,157,2020-05-17 18:00:00,18,17,5,2020,2,20,138,6
2020-05-17,19,105,2020-05-17 19:00:00,19,17,5,2020,2,20,138,6
2020-05-17,20,33,2020-05-17 20:00:00,20,17,5,2020,2,20,138,6
2020-05-17,21,54,2020-05-17 21:00:00,21,17,5,2020,2,20,138,6
2020-05-17,22,26,2020-05-17 22:00:00,22,17,5,2020,2,20,138,6
2020-05-17,23,24,2020-05-17 23:00:00,23,17,5,2020,2,20,138,6
2020-05-18,0,80,2020-05-18 00:00:00,0,18,5,2020,2,21,139,0
2020-05-18,1,21,2020-05-18 01:00:00,1,18,5,2020,2,21,139,0
2020-05-18,2,51,2020-05-18 02:00:00,2,18,5,2020,2,21,139,0
2020-05-18,5,2,2020-05-18 05:00:00,5,18,5,2020,2,21,139,0
2020-05-18,6,84,2020-05-18 06:00:00,6,18,5,2020,2,21,139,0
2020-05-18,7,88,2020-05-18 07:00:00,7,18,5,2020,2,21,139,0
2020-05-18,8,70,2020-05-18 08:00:00,8,18,5,2020,2,21,139,0
2020-05-18,9,117,2020-05-18 09:00:00,9,18,5,2020,2,21,139,0
2020-05-18,10,104,2020-05-18 10:00:00,10,18,5,2020,2,21,139,0
2020-05-18,11,35,2020-05-18 11:00:00,11,18,5,2020,2,21,139,0
2020-05-18,12,63,2020-05-18 12:00:00,12,18,5,2020,2,21,139,0
2020-05-18,13,104,2020-05-18 13:00:00,13,18,5,2020,2,21,139,0
2020-05-18,14,69,2020-05-18 14:00:00,14,18,5,2020,2,21,139,0
2020-05-18,15,88,2020-05-18 15:00:00,15,18,5,2020,2,21,139,0
2020-05-18,16,90,2020-05-18 16:00:00,16,18,5,2020,2,21,139,0
2020-05-18,17,63,2020-05-18 17:00:00,17,18,5,2020,2,21,139,0
2020-05-18,18,108,2020-05-18 18:00:00,18,18,5,2020,2,21,139,0
2020-05-18,19,93,2020-05-18 19:00:00,19,18,5,2020,2,21,139,0
2020-05-18,20,74,2020-05-18 20:00:00,20,18,5,2020,2,21,139,0
2020-05-18,21,47,2020-05-18 21:00:00,21,18,5,2020,2,21,139,0
2020-05-18,22,21,2020-05-18 22:00:00,22,18,5,2020,2,21,139,0
2020-05-18,23,29,2020-05-18 23:00:00,23,18,5,2020,2,21,139,0
2020-05-19,0,60,2020-05-19 00:00:00,0,19,5,2020,2,21,140,1
2020-05-19,5,14,2020-05-19 05:00:00,5,19,5,2020,2,21,140,1
2020-05-19,6,37,2020-05-19 06:00:00,6,19,5,2020,2,21,140,1
2020-05-19,7,98,2020-05-19 07:00:00,7,19,5,2020,2,21,140,1
2020-05-19,8,112,2020-05-19 08:00:00,8,19,5,2020,2,21,140,1
2020-05-19,9,52,2020-05-19 09:00:00,9,19,5,2020,2,21,140,1
2020-05-19,10,109,2020-05-19 10:00:00,10,19,5,2020,2,21,140,1
2020-05-19,11,49,2020-05-19 11:00:00,11,19,5,2020,2,21,140,1
2020-05-19,12,77,2020-05-19 12:00:00,12,19,5,2020,2,21,140,1
2020-05-19,13,29,2020-05-19 13:00:00,13,19,5,2020,2,21,140,1
2020-05-19,14,106,2020-05-19 14:00:00,14,19,5,2020,2,21,140,1
2020-05-19,15,65,2020-05-19 15:00:00,15,19,5,2020,2,21,140,1
2020-05-19,16,120,2020-05-19 16:00:00,16,19,5,2020,2,21,140,1
2020-05-19,17,88,2020-05-19 17:00:00,17,19,5,2020,2,21,140,1
2020-05-19,18,132,2020-05-19 18:00:00,18,19,5,2020,2,21,140,1
2020-05-19,19,69,2020-05-19 19:00:00,19,19,5,2020,2,21,140,1
2020-05-19,20,36,2020-05-19 20:00:00,20,19,5,2020,2,21,140,1
2020-05-19,21,29,2020-05-19 21:00:00,21,19,5,2020,2,21,140,1
2020-05-19,22,20,2020-05-19 22:00:00,22,19,5,2020,2,21,140,1
2020-05-19,23,84,2020-05-19 23:00:00,23,19,5,2020,2,21,140,1
2020-05-20,0,46,2020-05-20 00:00:00,0,20,5,2020,2,21,141,2
2020-05-20,1,27,2020-05-20 01:00:00,1,20,5,2020,2,21,141,2
2020-05-20,2,17,2020-05-20 02:00:00,2,20,5,2020,2,21,141,2
2020-05-20,5,12,2020-05-20 05:00:00,5,20,5,2020,2,21,141,2
2020-05-20,6,56,2020-05-20 06:00:00,6,20,5,2020,2,21,141,2
2020-05-20,7,112,2020-05-20 07:00:00,7,20,5,2020,2,21,141,2
2020-05-20,8,78,2020-05-20 08:00:00,8,20,5,2020,2,21,141,2
2020-05-20,9,45,2020-05-20 09:00:00,9,20,5,2020,2,21,141,2
2020-05-20,10,125,2020-05-20 10:00:00,10,20,5,2020,2,21,141,2
2020-05-20,11,70,2020-05-20 11:00:00,11,20,5,2020,2,21,141,2
2020-05-20,12,121,2020-05-20 12:00:00,12,20,5,2020,2,21,141,2
2020-05-20,13,120,2020-05-20 13:00:00,13,20,5,2020,2,21,141,2
2020-05-20,14,43,2020-05-20 14:00:00,14,20,5,2020,2,21,141,2
2020-05-20,15,31,2020-05-20 15:00:00,15,20,5,2020,2,21,141,2
2020-05-20,16,46,2020-05-20 16:00:00,16,20,5,2020,2,21,141,2
2020-05-20,17,77,2020-05-20 17:00:00,17,20,5,2020,2,21,141,2
2020-05-20,18,71,2020-05-20 18:00:00,18,20,5,2020,2,21,141,2
2020-05-20,19,57,2020-05-20 19:00:00,19,20,5,2020,2,21,141,2
2020-05-20,20,54,2020-05-20 20:00:00,20,20,5,2020,2,21,141,2
2020-05-20,21,30,2020-05-20 21:00:00,21,20,5,2020,2,21,141,2
2020-05-20,22,57,2020-05-20 22:00:00,22,20,5,2020,2,21,141,2
2020-05-20,23,105,2020-05-20 23:00:00,23,20,5,2020,2,21,141,2
2020-05-21,0,1,2020-05-21 00:00:00,0,21,5,2020,2,21,142,3
2020-05-21,1,67,2020-05-21 01:00:00,1,21,5,2020,2,21,142,3
2020-05-21,2,80,2020-05-21 02:00:00,2,21,5,2020,2,21,142,3
2020-05-21,5,2,2020-05-21 05:00:00,5,21,5,2020,2,21,142,3
2020-05-21,7,44,2020-05-21 07:00:00,7,21,5,2020,2,21,142,3
2020-05-21,8,113,2020-05-21 08:00:00,8,21,5,2020,2,21,142,3
2020-05-21,9,109,2020-05-21 09:00:00,9,21,5,2020,2,21,142,3
2020-05-21,10,109,2020-05-21 10:00:00,10,21,5,2020,2,21,142,3
2020-05-21,11,83,2020-05-21 11:00:00,11,21,5,2020,2,21,142,3
2020-05-21,12,121,2020-05-21 12:00:00,12,21,5,2020,2,21,142,3
2020-05-21,13,82,2020-05-21 13:00:00,13,21,5,2020,2,21,142,3
2020-05-21,14,44,2020-05-21 14:00:00,14,21,5,2020,2,21,142,3
2020-05-21,15,95,2020-05-21 15:00:00,15,21,5,2020,2,21,142,3
2020-05-21,16,89,2020-05-21 16:00:00,16,21,5,2020,2,21,142,3
2020-05-21,17,80,2020-05-21 17:00:00,17,21,5,2020,2,21,142,3
2020-05-21,18,89,2020-05-21 18:00:00,18,21,5,2020,2,21,142,3
2020-05-21,19,39,2020-05-21 19:00:00,19,21,5,2020,2,21,142,3
2020-05-21,20,113,2020-05-21 20:00:00,20,21,5,2020,2,21,142,3
2020-05-21,21,112,2020-05-21 21:00:00,21,21,5,2020,2,21,142,3
2020-05-21,22,54,2020-05-21 22:00:00,22,21,5,2020,2,21,142,3
2020-05-21,23,27,2020-05-21 23:00:00,23,21,5,2020,2,21,142,3
2020-05-22,0,20,2020-05-22 00:00:00,0,22,5,2020,2,21,143,4
2020-05-22,3,81,2020-05-22 03:00:00,3,22,5,2020,2,21,143,4
2020-05-22,4,87,2020-05-22 04:00:00,4,22,5,2020,2,21,143,4
2020-05-22,5,17,2020-05-22 05:00:00,5,22,5,2020,2,21,143,4
2020-05-22,6,25,2020-05-22 06:00:00,6,22,5,2020,2,21,143,4
2020-05-22,7,62,2020-05-22 07:00:00,7,22,5,2020,2,21,143,4
2020-05-22,8,39,2020-05-22 08:00:00,8,22,5,2020,2,21,143,4
2020-05-22,9,44,2020-05-22 09:00:00,9,22,5,2020,2,21,143,4
2020-05-22,10,58,2020-05-22 10:00:00,10,22,5,2020,2,21,143,4
2020-05-22,11,84,2020-05-22 11:00:00,11,22,5,2020,2,21,143,4
2020-05-22,12,145,2020-05-22 12:00:00,12,22,5,2020,2,21,143,4
2020-05-22,13,42,2020-05-22 13:00:00,13,22,5,2020,2,21,143,4
2020-05-22,14,69,2020-05-22 14:00:00,14,22,5,2020,2,21,143,4
2020-05-22,15,55,2020-05-22 15:00:00,15,22,5,2020,2,21,143,4
2020-05-22,16,67,2020-05-22 16:00:00,16,22,5,2020,2,21,143,4
2020-05-22,17,97,2020-05-22 17:00:00,17,22,5,2020,2,21,143,4
2020-05-22,18,63,2020-05-22 18:00:00,18,22,5,2020,2,21,143,4
2020-05-22,19,103,2020-05-22 19:00:00,19,22,5,2020,2,21,143,4
2020-05-22,20,53,2020-05-22 20:00:00,20,22,5,2020,2,21,143,4
2020-05-22,21,47,2020-05-22 21:00:00,21,22,5,2020,2,21,143,4
2020-05-22,22,102,2020-05-22 22:00:00,22,22,5,2020,2,21,143,4
2020-05-22,23,61,2020-05-22 23:00:00,23,22,5,2020,2,21,143,4
2020-05-23,0,86,2020-05-23 00:00:00,0,23,5,2020,2,21,144,5
2020-05-23,1,94,2020-05-23 01:00:00,1,23,5,2020,2,21,144,5
2020-05-23,2,46,2020-05-23 02:00:00,2,23,5,2020,2,21,144,5
2020-05-23,3,22,2020-05-23 03:00:00,3,23,5,2020,2,21,144,5
2020-05-23,4,51,2020-05-23 04:00:00,4,23,5,2020,2,21,144,5
2020-05-23,5,89,2020-05-23 05:00:00,5,23,5,2020,2,21,144,5
2020-05-23,6,87,2020-05-23 06:00:00,6,23,5,2020,2,21,144,5
2020-05-23,7,62,2020-05-23 07:00:00,7,23,5,2020,2,21,144,5
2020-05-23,8,113,2020-05-23 08:00:00,8,23,5,2020,2,21,144,5
2020-05-23,9,83,2020-05-23 09:00:00,9,23,5,2020,2,21,144,5
2020-05-23,10,152,2020-05-23 10:00:00,10,23,5,2020,2,21,144,5
2020-05-23,11,97,2020-05-23 11:00:00,11,23,5,2020,2,21,144,5
2020-05-23,12,111,2020-05-23 12:00:00,12,23,5,2020,2,21,144,5
2020-05-23,13,91,2020-05-23 13:00:00,13,23,5,2020,2,21,144,5
2020-05-23,14,156,2020-05-23 14:00:00,14,23,5,2020,2,21,144,5
2020-05-23,15,149,2020-05-23 15:00:00,15,23,5,2020,2,21,144,5
2020-05-23,16,151,2020-05-23 16:00:00,16,23,5,2020,2,21,144,5
2020-05-23,17,85,2020-05-23 17:00:00,17,23,5,2020,2,21,144,5
2020-05-23,18,67,2020-05-23 18:00:00,18,23,5,2020,2,21,144,5
2020-05-23,19,65,2020-05-23 19:00:00,19,23,5,2020,2,21,144,5
2020-05-23,20,89,2020-05-23 20:00:00,20,23,5,2020,2,21,144,5
2020-05-23,21,72,2020-05-23 21:00:00,21,23,5,2020,2,21,144,5
2020-05-23,22,90,2020-05-23 22:00:00,22,23,5,2020,2,21,144,5
2020-05-23,23,88,2020-05-23 23:00:00,23,23,5,2020,2,21,144,5
2020-05-24,0,109,2020-05-24 00:00:00,0,24,5,2020,2,21,145,6
2020-05-24,1,82,2020-05-24 01:00:00,1,24,5,2020,2,21,145,6
2020-05-24,2,83,2020-05-24 02:00:00,2,24,5,2020,2,21,145,6
2020-05-24,5,51,2020-05-24 05:00:00,5,24,5,2020,2,21,145,6
2020-05-24,7,90,2020-05-24 07:00:00,7,24,5,2020,2,21,145,6
2020-05-24,8,86,2020-05-24 08:00:00,8,24,5,2020,2,21,145,6
2020-05-24,9,103,2020-05-24 09:00:00,9,24,5,2020,2,21,145,6
2020-05-24,10,43,2020-05-24 10:00:00,10,24,5,2020,2,21,145,6
2020-05-24,11,127,2020-05-24 11:00:00,11,24,5,2020,2,21,145,6
2020-05-24,12,122,2020-05-24 12:00:00,12,24,5,2020,2,21,145,6
2020-05-24,13,143,2020-05-24 13:00:00,13,24,5,2020,2,21,145,6
2020-05-24,14,56,2020-05-24 14:00:00,14,24,5,2020,2,21,145,6
